national,south,north,east,central,west,timestamp
65,58,65,54,60,60,2016-08-23T14:00:00+08:00
66,59,66,54,60,60,2016-08-23T15:00:00+08:00
67,59,67,55,61,60,2016-08-23T16:00:00+08:00
69,59,69,55,61,61,2016-08-23T17:00:00+08:00
70,60,70,55,62,62,2016-08-23T18:00:00+08:00
70,61,70,57,63,63,2016-08-23T19:00:00+08:00
70,62,70,58,63,63,2016-08-23T20:00:00+08:00
70,62,70,58,63,63,2016-08-23T21:00:00+08:00
70,63,70,58,63,64,2016-08-23T22:00:00+08:00
72,63,72,58,63,64,2016-08-23T23:00:00+08:00
72,62,72,57,62,63,2016-08-24T01:00:00+08:00
71,61,71,57,61,63,2016-08-24T02:00:00+08:00
70,61,70,57,60,61,2016-08-24T03:00:00+08:00
70,60,70,56,59,60,2016-08-24T04:00:00+08:00
69,60,69,56,59,59,2016-08-24T05:00:00+08:00
68,60,68,56,59,59,2016-08-24T06:00:00+08:00
67,61,67,56,59,60,2016-08-24T07:00:00+08:00
67,61,67,57,60,61,2016-08-24T08:00:00+08:00
66,62,66,58,61,61,2016-08-24T09:00:00+08:00
67,62,67,59,61,62,2016-08-24T10:00:00+08:00
68,62,68,59,61,62,2016-08-24T11:00:00+08:00
69,62,69,58,61,62,2016-08-24T12:00:00+08:00
68,61,68,59,60,62,2016-08-24T13:00:00+08:00
68,61,68,59,60,62,2016-08-24T14:00:00+08:00
63,58,63,57,57,59,2016-08-24T17:00:00+08:00
62,57,62,55,56,58,2016-08-24T18:00:00+08:00
61,55,61,54,55,57,2016-08-24T19:00:00+08:00
60,54,60,52,54,56,2016-08-24T20:00:00+08:00
59,53,59,49,53,54,2016-08-24T21:00:00+08:00
57,51,57,47,52,53,2016-08-24T22:00:00+08:00
55,49,55,46,51,52,2016-08-24T23:00:00+08:00
53,48,53,45,51,48,2016-08-25T01:00:00+08:00
53,48,53,45,50,46,2016-08-25T02:00:00+08:00
52,48,52,45,49,46,2016-08-25T03:00:00+08:00
52,47,52,45,49,46,2016-08-25T04:00:00+08:00
52,46,52,46,49,46,2016-08-25T05:00:00+08:00
52,44,52,45,49,45,2016-08-25T06:00:00+08:00
51,43,51,45,45,41,2016-08-25T07:00:00+08:00
51,39,51,42,43,37,2016-08-25T08:00:00+08:00
46,38,46,38,39,33,2016-08-25T09:00:00+08:00
41,35,41,33,35,30,2016-08-25T10:00:00+08:00
37,34,37,32,33,29,2016-08-25T11:00:00+08:00
36,34,36,32,33,28,2016-08-25T12:00:00+08:00
36,36,36,31,33,29,2016-08-25T13:00:00+08:00
38,38,38,31,34,30,2016-08-25T14:00:00+08:00
42,42,39,31,36,31,2016-08-25T15:00:00+08:00
43,43,41,32,37,32,2016-08-25T16:00:00+08:00
44,44,43,33,37,33,2016-08-25T17:00:00+08:00
44,44,43,34,36,33,2016-08-25T18:00:00+08:00
47,47,44,35,36,34,2016-08-25T19:00:00+08:00
48,48,46,36,38,34,2016-08-25T20:00:00+08:00
49,49,48,36,40,35,2016-08-25T21:00:00+08:00
49,49,49,36,40,35,2016-08-25T22:00:00+08:00
50,49,50,36,41,36,2016-08-25T23:00:00+08:00
49,48,49,35,41,36,2016-08-26T01:00:00+08:00
50,48,50,34,41,36,2016-08-26T02:00:00+08:00
50,47,50,34,41,37,2016-08-26T03:00:00+08:00
49,48,49,33,41,37,2016-08-26T04:00:00+08:00
49,48,49,34,41,38,2016-08-26T05:00:00+08:00
51,49,51,34,42,39,2016-08-26T06:00:00+08:00
52,51,52,35,45,42,2016-08-26T07:00:00+08:00
54,53,54,40,52,51,2016-08-26T08:00:00+08:00
62,57,62,51,56,62,2016-08-26T10:00:00+08:00
70,60,68,52,59,70,2016-08-26T11:00:00+08:00
80,68,75,58,66,80,2016-08-26T12:00:00+08:00
88,76,81,65,73,88,2016-08-26T13:00:00+08:00
95,82,88,71,78,95,2016-08-26T14:00:00+08:00
100,85,94,74,81,100,2016-08-26T15:00:00+08:00
105,89,97,76,85,105,2016-08-26T16:00:00+08:00
109,92,101,79,87,109,2016-08-26T17:00:00+08:00
112,95,104,82,91,112,2016-08-26T18:00:00+08:00
114,96,106,84,94,114,2016-08-26T19:00:00+08:00
118,98,108,87,96,118,2016-08-26T20:00:00+08:00
122,100,111,88,98,122,2016-08-26T21:00:00+08:00
126,102,114,89,100,126,2016-08-26T22:00:00+08:00
130,104,119,90,104,130,2016-08-26T23:00:00+08:00
137,105,129,90,107,137,2016-08-27T01:00:00+08:00
137,105,131,91,107,137,2016-08-27T02:00:00+08:00
137,105,133,91,108,137,2016-08-27T03:00:00+08:00
139,104,134,91,108,139,2016-08-27T04:00:00+08:00
141,104,137,91,108,141,2016-08-27T05:00:00+08:00
142,104,140,91,108,142,2016-08-27T06:00:00+08:00
143,104,143,90,108,143,2016-08-27T07:00:00+08:00
143,103,143,89,105,142,2016-08-27T08:00:00+08:00
141,102,141,88,104,140,2016-08-27T09:00:00+08:00
141,101,141,88,104,137,2016-08-27T10:00:00+08:00
139,99,139,88,103,132,2016-08-27T11:00:00+08:00
137,92,137,83,98,126,2016-08-27T12:00:00+08:00
136,85,136,78,93,121,2016-08-27T13:00:00+08:00
133,79,133,75,88,114,2016-08-27T14:00:00+08:00
129,76,129,74,86,110,2016-08-27T15:00:00+08:00
128,74,128,74,85,107,2016-08-27T16:00:00+08:00
127,72,127,73,83,103,2016-08-27T17:00:00+08:00
126,70,126,70,81,99,2016-08-27T18:00:00+08:00
125,69,125,69,78,97,2016-08-27T19:00:00+08:00
124,68,124,67,76,94,2016-08-27T20:00:00+08:00
122,68,122,67,76,91,2016-08-27T21:00:00+08:00
121,68,121,68,77,87,2016-08-27T22:00:00+08:00
119,66,119,68,75,84,2016-08-27T23:00:00+08:00
110,66,110,68,72,79,2016-08-28T01:00:00+08:00
108,67,108,68,72,79,2016-08-28T02:00:00+08:00
107,68,107,69,73,79,2016-08-28T03:00:00+08:00
106,69,106,69,73,78,2016-08-28T04:00:00+08:00
105,69,105,70,74,76,2016-08-28T05:00:00+08:00
103,70,103,71,74,75,2016-08-28T06:00:00+08:00
102,71,102,71,75,74,2016-08-28T07:00:00+08:00
101,71,101,72,75,74,2016-08-28T08:00:00+08:00
100,70,100,72,75,73,2016-08-28T09:00:00+08:00
98,70,98,72,74,71,2016-08-28T10:00:00+08:00
96,69,96,73,73,70,2016-08-28T11:00:00+08:00
93,69,93,73,73,69,2016-08-28T12:00:00+08:00
90,69,90,73,72,68,2016-08-28T13:00:00+08:00
88,69,88,71,71,68,2016-08-28T14:00:00+08:00
89,69,89,69,70,68,2016-08-28T15:00:00+08:00
89,68,89,68,68,68,2016-08-28T16:00:00+08:00
88,68,88,67,68,68,2016-08-28T17:00:00+08:00
91,68,91,68,69,70,2016-08-28T19:00:00+08:00
93,69,93,69,71,71,2016-08-28T20:00:00+08:00
95,70,95,71,72,71,2016-08-28T21:00:00+08:00
96,71,96,71,72,72,2016-08-28T22:00:00+08:00
97,72,97,72,72,74,2016-08-28T23:00:00+08:00
103,74,103,73,74,77,2016-08-29T01:00:00+08:00
106,73,106,73,75,79,2016-08-29T02:00:00+08:00
107,73,107,73,77,81,2016-08-29T03:00:00+08:00
109,73,109,74,79,82,2016-08-29T04:00:00+08:00
109,73,109,74,79,83,2016-08-29T05:00:00+08:00
109,72,109,74,79,85,2016-08-29T06:00:00+08:00
109,72,109,75,81,85,2016-08-29T07:00:00+08:00
109,72,109,75,82,85,2016-08-29T08:00:00+08:00
109,72,109,76,82,85,2016-08-29T09:00:00+08:00
109,71,109,75,82,85,2016-08-29T10:00:00+08:00
108,69,108,73,81,84,2016-08-29T11:00:00+08:00
106,68,106,72,79,82,2016-08-29T12:00:00+08:00
103,67,103,69,78,81,2016-08-29T13:00:00+08:00
102,67,102,68,78,81,2016-08-29T14:00:00+08:00
99,67,99,68,77,81,2016-08-29T15:00:00+08:00
97,66,97,68,77,81,2016-08-29T16:00:00+08:00
95,65,95,67,76,80,2016-08-29T17:00:00+08:00
93,65,93,67,76,80,2016-08-29T18:00:00+08:00
90,64,90,66,74,79,2016-08-29T19:00:00+08:00
87,62,87,63,71,77,2016-08-29T20:00:00+08:00
84,59,84,61,68,75,2016-08-29T21:00:00+08:00
80,57,80,59,66,73,2016-08-29T22:00:00+08:00
77,55,77,58,64,71,2016-08-29T23:00:00+08:00
70,54,70,56,61,66,2016-08-30T01:00:00+08:00
67,54,67,56,60,63,2016-08-30T02:00:00+08:00
65,54,65,56,58,62,2016-08-30T03:00:00+08:00
64,53,64,54,56,61,2016-08-30T04:00:00+08:00
64,53,64,53,55,60,2016-08-30T05:00:00+08:00
63,52,63,52,54,59,2016-08-30T06:00:00+08:00
61,52,61,50,52,58,2016-08-30T07:00:00+08:00
60,51,60,47,49,57,2016-08-30T08:00:00+08:00
58,52,58,44,45,55,2016-08-30T09:00:00+08:00
56,51,56,41,43,54,2016-08-30T10:00:00+08:00
56,52,56,42,43,53,2016-08-30T11:00:00+08:00
56,52,56,43,44,53,2016-08-30T12:00:00+08:00
55,51,55,42,43,53,2016-08-30T13:00:00+08:00
56,51,56,43,43,52,2016-08-30T14:00:00+08:00
56,52,56,44,45,52,2016-08-30T15:00:00+08:00
56,52,56,44,44,52,2016-08-30T17:00:00+08:00
56,52,56,43,44,52,2016-08-30T18:00:00+08:00
56,51,56,42,45,52,2016-08-30T19:00:00+08:00
56,52,56,44,48,52,2016-08-30T20:00:00+08:00
56,52,56,43,51,52,2016-08-30T21:00:00+08:00
57,52,57,44,52,53,2016-08-30T22:00:00+08:00
58,52,58,46,52,53,2016-08-30T23:00:00+08:00
59,52,59,47,53,54,2016-08-31T01:00:00+08:00
59,53,59,47,53,54,2016-08-31T02:00:00+08:00
59,53,59,48,54,53,2016-08-31T03:00:00+08:00
58,53,58,48,54,53,2016-08-31T04:00:00+08:00
58,53,58,49,55,52,2016-08-31T05:00:00+08:00
59,53,59,49,55,52,2016-08-31T06:00:00+08:00
60,53,60,49,55,52,2016-08-31T07:00:00+08:00
62,54,62,50,56,53,2016-08-31T08:00:00+08:00
63,54,63,51,56,53,2016-08-31T09:00:00+08:00
65,54,65,51,57,54,2016-08-31T10:00:00+08:00
65,54,65,52,56,55,2016-08-31T11:00:00+08:00
65,54,65,51,56,55,2016-08-31T12:00:00+08:00
65,55,65,51,56,56,2016-08-31T13:00:00+08:00
64,55,64,51,56,56,2016-08-31T14:00:00+08:00
64,55,64,51,57,56,2016-08-31T15:00:00+08:00
64,54,64,49,56,56,2016-08-31T16:00:00+08:00
64,54,64,51,57,56,2016-08-31T17:00:00+08:00
65,54,65,51,57,55,2016-08-31T18:00:00+08:00
65,55,65,51,57,56,2016-08-31T19:00:00+08:00
66,55,66,49,57,55,2016-08-31T20:00:00+08:00
67,55,67,49,56,55,2016-08-31T21:00:00+08:00
66,55,66,48,56,54,2016-08-31T22:00:00+08:00
66,54,66,47,55,55,2016-08-31T23:00:00+08:00
67,53,67,45,54,54,2016-09-01T01:00:00+08:00
68,54,68,44,54,55,2016-09-01T02:00:00+08:00
68,54,68,45,54,56,2016-09-01T03:00:00+08:00
68,54,68,50,54,56,2016-09-01T04:00:00+08:00
68,55,68,52,55,56,2016-09-01T05:00:00+08:00
67,56,67,54,55,56,2016-09-01T06:00:00+08:00
66,57,66,55,56,56,2016-09-01T07:00:00+08:00
65,57,65,56,56,56,2016-09-01T08:00:00+08:00
63,58,63,57,56,55,2016-09-01T09:00:00+08:00
63,58,63,57,57,56,2016-09-01T10:00:00+08:00
64,58,64,58,57,56,2016-09-01T11:00:00+08:00
65,58,65,58,57,56,2016-09-01T12:00:00+08:00
65,58,65,58,57,56,2016-09-01T13:00:00+08:00
66,58,66,58,57,56,2016-09-01T14:00:00+08:00
66,59,66,58,57,56,2016-09-01T15:00:00+08:00
66,59,66,58,57,56,2016-09-01T16:00:00+08:00
67,59,67,58,58,57,2016-09-01T17:00:00+08:00
66,60,66,58,58,57,2016-09-01T18:00:00+08:00
65,59,65,58,57,56,2016-09-01T19:00:00+08:00
64,58,64,57,56,56,2016-09-01T20:00:00+08:00
63,58,63,57,55,56,2016-09-01T21:00:00+08:00
62,58,62,57,55,56,2016-09-01T22:00:00+08:00
61,58,61,57,55,55,2016-09-01T23:00:00+08:00
61,58,61,57,56,56,2016-09-02T01:00:00+08:00
61,58,61,57,56,56,2016-09-02T02:00:00+08:00
61,58,61,57,56,56,2016-09-02T03:00:00+08:00
62,59,62,55,56,55,2016-09-02T04:00:00+08:00
62,58,62,54,55,55,2016-09-02T05:00:00+08:00
62,57,62,53,55,55,2016-09-02T06:00:00+08:00
62,56,62,52,54,55,2016-09-02T07:00:00+08:00
62,56,62,49,54,54,2016-09-02T08:00:00+08:00
62,55,62,49,54,54,2016-09-02T09:00:00+08:00
62,55,62,48,53,53,2016-09-02T10:00:00+08:00
60,54,60,46,53,53,2016-09-02T11:00:00+08:00
59,55,59,49,53,53,2016-09-02T12:00:00+08:00
59,54,59,49,53,53,2016-09-02T13:00:00+08:00
58,54,58,47,53,53,2016-09-02T14:00:00+08:00
58,53,58,45,52,52,2016-09-02T15:00:00+08:00
57,53,57,45,53,52,2016-09-02T16:00:00+08:00
57,53,57,45,52,51,2016-09-02T17:00:00+08:00
57,52,57,44,52,51,2016-09-02T18:00:00+08:00
57,52,57,44,52,51,2016-09-02T19:00:00+08:00
57,52,57,45,52,51,2016-09-02T20:00:00+08:00
58,52,58,45,52,51,2016-09-02T21:00:00+08:00
58,52,58,45,52,51,2016-09-02T22:00:00+08:00
58,52,58,45,52,50,2016-09-02T23:00:00+08:00
58,52,58,47,52,46,2016-09-03T01:00:00+08:00
58,53,58,48,52,46,2016-09-03T02:00:00+08:00
59,52,59,48,51,46,2016-09-03T03:00:00+08:00
60,51,60,48,51,48,2016-09-03T04:00:00+08:00
61,52,61,50,52,48,2016-09-03T05:00:00+08:00
61,53,61,51,52,51,2016-09-03T06:00:00+08:00
61,54,61,52,53,51,2016-09-03T07:00:00+08:00
62,54,62,52,53,51,2016-09-03T08:00:00+08:00
62,55,62,53,54,52,2016-09-03T09:00:00+08:00
63,56,63,53,54,52,2016-09-03T10:00:00+08:00
63,56,63,53,54,52,2016-09-03T11:00:00+08:00
65,56,65,54,54,52,2016-09-03T12:00:00+08:00
65,57,65,54,55,52,2016-09-03T13:00:00+08:00
65,58,65,55,55,52,2016-09-03T14:00:00+08:00
65,57,65,55,55,53,2016-09-03T15:00:00+08:00
65,58,65,55,55,53,2016-09-03T16:00:00+08:00
65,58,65,56,56,54,2016-09-03T17:00:00+08:00
66,58,66,56,56,54,2016-09-03T18:00:00+08:00
66,59,66,56,57,54,2016-09-03T19:00:00+08:00
68,60,68,56,58,55,2016-09-03T20:00:00+08:00
69,60,69,57,58,56,2016-09-03T21:00:00+08:00
71,60,71,57,59,56,2016-09-03T22:00:00+08:00
72,61,72,57,59,56,2016-09-03T23:00:00+08:00
75,61,75,57,59,57,2016-09-04T01:00:00+08:00
74,61,74,57,59,58,2016-09-04T02:00:00+08:00
73,61,73,57,59,58,2016-09-04T03:00:00+08:00
71,61,71,57,59,59,2016-09-04T04:00:00+08:00
70,59,70,56,58,60,2016-09-04T05:00:00+08:00
70,58,70,56,57,60,2016-09-04T06:00:00+08:00
70,57,70,55,56,60,2016-09-04T07:00:00+08:00
70,57,70,54,55,61,2016-09-04T08:00:00+08:00
70,55,70,53,54,61,2016-09-04T09:00:00+08:00
69,55,69,53,54,61,2016-09-04T10:00:00+08:00
70,55,70,52,54,62,2016-09-04T11:00:00+08:00
69,55,69,52,54,62,2016-09-04T12:00:00+08:00
69,56,69,52,54,63,2016-09-04T13:00:00+08:00
70,56,70,52,55,64,2016-09-04T14:00:00+08:00
71,56,71,52,55,65,2016-09-04T15:00:00+08:00
71,57,71,53,56,65,2016-09-04T16:00:00+08:00
71,59,71,54,56,64,2016-09-04T17:00:00+08:00
72,59,72,55,56,64,2016-09-04T18:00:00+08:00
73,60,73,56,57,65,2016-09-04T19:00:00+08:00
73,60,73,57,58,65,2016-09-04T20:00:00+08:00
72,61,72,58,59,66,2016-09-04T21:00:00+08:00
71,63,71,59,60,67,2016-09-04T22:00:00+08:00
71,64,71,59,61,67,2016-09-04T23:00:00+08:00
70,65,70,62,63,68,2016-09-05T01:00:00+08:00
72,67,72,64,65,69,2016-09-05T02:00:00+08:00
73,70,73,65,66,69,2016-09-05T03:00:00+08:00
75,71,75,68,68,69,2016-09-05T04:00:00+08:00
76,73,76,71,69,69,2016-09-05T05:00:00+08:00
78,75,78,71,71,69,2016-09-05T06:00:00+08:00
78,77,78,73,72,69,2016-09-05T07:00:00+08:00
79,78,79,74,74,68,2016-09-05T08:00:00+08:00
80,79,80,75,74,68,2016-09-05T09:00:00+08:00
80,80,80,76,74,67,2016-09-05T10:00:00+08:00
81,81,80,76,76,67,2016-09-05T11:00:00+08:00
81,81,80,78,75,66,2016-09-05T12:00:00+08:00
80,80,80,79,75,65,2016-09-05T13:00:00+08:00
80,80,80,78,74,65,2016-09-05T14:00:00+08:00
80,80,80,78,75,64,2016-09-05T15:00:00+08:00
80,80,79,78,74,63,2016-09-05T16:00:00+08:00
78,78,78,77,73,63,2016-09-05T17:00:00+08:00
78,77,78,76,73,63,2016-09-05T18:00:00+08:00
77,76,77,76,73,62,2016-09-05T19:00:00+08:00
77,76,77,75,72,62,2016-09-05T20:00:00+08:00
76,75,76,74,71,60,2016-09-05T21:00:00+08:00
75,74,75,73,70,59,2016-09-05T22:00:00+08:00
74,73,74,72,69,59,2016-09-05T23:00:00+08:00
73,72,73,70,67,58,2016-09-06T01:00:00+08:00
72,70,72,69,67,56,2016-09-06T02:00:00+08:00
71,69,71,68,65,56,2016-09-06T03:00:00+08:00
69,68,69,66,64,55,2016-09-06T04:00:00+08:00
68,66,68,63,63,54,2016-09-06T05:00:00+08:00
66,65,66,63,62,54,2016-09-06T06:00:00+08:00
65,64,65,62,61,54,2016-09-06T07:00:00+08:00
64,64,63,61,60,54,2016-09-06T08:00:00+08:00
63,63,62,60,59,54,2016-09-06T09:00:00+08:00
63,63,61,59,59,54,2016-09-06T10:00:00+08:00
61,61,60,59,58,53,2016-09-06T11:00:00+08:00
60,60,59,57,58,53,2016-09-06T12:00:00+08:00
59,59,58,56,58,52,2016-09-06T13:00:00+08:00
59,59,58,55,57,52,2016-09-06T14:00:00+08:00
58,58,57,55,57,52,2016-09-06T15:00:00+08:00
58,58,57,56,57,52,2016-09-06T16:00:00+08:00
59,59,56,55,57,52,2016-09-06T17:00:00+08:00
58,58,56,55,57,52,2016-09-06T18:00:00+08:00
58,58,55,55,56,52,2016-09-06T19:00:00+08:00
58,58,55,54,56,51,2016-09-06T20:00:00+08:00
57,57,55,54,56,51,2016-09-06T21:00:00+08:00
57,57,55,54,55,51,2016-09-06T22:00:00+08:00
57,57,55,53,55,51,2016-09-06T23:00:00+08:00
56,56,55,53,54,51,2016-09-07T01:00:00+08:00
55,55,54,53,54,52,2016-09-07T02:00:00+08:00
55,55,53,52,54,51,2016-09-07T03:00:00+08:00
55,55,52,52,53,51,2016-09-07T04:00:00+08:00
55,55,52,52,53,50,2016-09-07T05:00:00+08:00
54,54,53,52,53,47,2016-09-07T06:00:00+08:00
54,54,54,52,53,45,2016-09-07T07:00:00+08:00
54,53,54,52,52,43,2016-09-07T08:00:00+08:00
53,52,53,51,52,42,2016-09-07T09:00:00+08:00
53,52,53,48,51,43,2016-09-07T10:00:00+08:00
54,53,54,49,52,43,2016-09-07T11:00:00+08:00
54,53,54,47,52,43,2016-09-07T12:00:00+08:00
54,53,54,46,50,43,2016-09-07T13:00:00+08:00
55,52,55,45,49,42,2016-09-07T14:00:00+08:00
55,52,55,44,47,43,2016-09-07T15:00:00+08:00
55,52,55,43,47,42,2016-09-07T16:00:00+08:00
55,51,55,42,46,42,2016-09-07T17:00:00+08:00
55,52,55,42,46,42,2016-09-07T18:00:00+08:00
55,52,55,41,46,43,2016-09-07T19:00:00+08:00
55,51,55,41,46,43,2016-09-07T20:00:00+08:00
55,50,55,41,45,44,2016-09-07T21:00:00+08:00
55,48,55,42,45,45,2016-09-07T22:00:00+08:00
54,48,54,42,45,45,2016-09-07T23:00:00+08:00
54,51,54,43,45,45,2016-09-08T01:00:00+08:00
54,50,54,42,46,44,2016-09-08T02:00:00+08:00
54,51,54,43,45,45,2016-09-08T03:00:00+08:00
54,49,54,42,46,46,2016-09-08T04:00:00+08:00
54,51,54,42,46,46,2016-09-08T05:00:00+08:00
55,51,55,43,47,47,2016-09-08T06:00:00+08:00
54,51,54,44,47,48,2016-09-08T07:00:00+08:00
55,52,55,45,48,50,2016-09-08T08:00:00+08:00
55,52,55,47,51,51,2016-09-08T09:00:00+08:00
56,52,56,48,52,52,2016-09-08T10:00:00+08:00
56,52,56,48,52,52,2016-09-08T11:00:00+08:00
57,53,57,51,52,54,2016-09-08T13:00:00+08:00
57,53,57,51,53,54,2016-09-08T15:00:00+08:00
57,53,57,51,53,55,2016-09-08T16:00:00+08:00
57,53,57,52,53,55,2016-09-08T17:00:00+08:00
57,54,57,52,53,55,2016-09-08T19:00:00+08:00
57,54,57,52,54,55,2016-09-08T20:00:00+08:00
57,54,57,52,53,54,2016-09-08T21:00:00+08:00
57,54,57,52,53,54,2016-09-08T22:00:00+08:00
57,53,57,52,53,53,2016-09-08T23:00:00+08:00
56,53,56,52,52,53,2016-09-09T01:00:00+08:00
56,53,56,52,52,53,2016-09-09T02:00:00+08:00
56,53,56,52,52,52,2016-09-09T03:00:00+08:00
57,53,57,51,52,52,2016-09-09T04:00:00+08:00
58,52,58,51,52,53,2016-09-09T05:00:00+08:00
58,52,58,50,51,53,2016-09-09T06:00:00+08:00
58,52,58,49,51,53,2016-09-09T07:00:00+08:00
59,52,59,50,51,54,2016-09-09T08:00:00+08:00
61,52,61,50,51,54,2016-09-09T09:00:00+08:00
62,52,62,49,49,54,2016-09-09T10:00:00+08:00
62,51,62,50,47,54,2016-09-09T11:00:00+08:00
61,50,61,49,47,54,2016-09-09T12:00:00+08:00
61,52,61,51,46,54,2016-09-09T13:00:00+08:00
60,52,60,50,48,54,2016-09-09T14:00:00+08:00
60,52,60,51,49,53,2016-09-09T15:00:00+08:00
60,53,60,51,51,53,2016-09-09T16:00:00+08:00
60,53,60,51,50,52,2016-09-09T17:00:00+08:00
60,53,60,51,49,52,2016-09-09T18:00:00+08:00
60,53,60,50,50,52,2016-09-09T19:00:00+08:00
60,52,60,51,49,52,2016-09-09T20:00:00+08:00
60,53,60,52,51,53,2016-09-09T21:00:00+08:00
60,54,60,52,52,53,2016-09-09T22:00:00+08:00
60,54,60,52,53,53,2016-09-09T23:00:00+08:00
60,56,60,53,55,54,2016-09-10T01:00:00+08:00
60,56,60,53,55,55,2016-09-10T02:00:00+08:00
59,57,59,54,56,55,2016-09-10T03:00:00+08:00
58,58,58,55,56,55,2016-09-10T04:00:00+08:00
59,59,57,56,57,55,2016-09-10T05:00:00+08:00
60,60,57,57,57,54,2016-09-10T06:00:00+08:00
60,60,56,57,58,54,2016-09-10T07:00:00+08:00
60,60,55,57,58,54,2016-09-10T08:00:00+08:00
60,60,53,58,58,53,2016-09-10T09:00:00+08:00
60,60,51,58,58,53,2016-09-10T10:00:00+08:00
60,60,48,57,58,53,2016-09-10T11:00:00+08:00
60,60,48,57,58,53,2016-09-10T12:00:00+08:00
59,59,48,56,58,52,2016-09-10T13:00:00+08:00
59,59,48,56,57,52,2016-09-10T14:00:00+08:00
59,59,48,57,57,52,2016-09-10T15:00:00+08:00
58,58,50,56,57,53,2016-09-10T16:00:00+08:00
59,59,52,56,58,54,2016-09-10T17:00:00+08:00
58,58,52,57,58,55,2016-09-10T18:00:00+08:00
59,59,52,57,58,56,2016-09-10T19:00:00+08:00
60,60,53,57,58,56,2016-09-10T20:00:00+08:00
60,60,53,57,58,56,2016-09-10T21:00:00+08:00
59,59,53,57,58,56,2016-09-10T22:00:00+08:00
58,58,54,57,57,57,2016-09-10T23:00:00+08:00
57,57,54,56,56,56,2016-09-11T01:00:00+08:00
57,57,54,55,55,56,2016-09-11T02:00:00+08:00
56,56,54,55,55,56,2016-09-11T03:00:00+08:00
56,55,54,54,55,56,2016-09-11T04:00:00+08:00
56,55,54,53,54,56,2016-09-11T05:00:00+08:00
56,54,55,53,54,56,2016-09-11T06:00:00+08:00
56,54,55,53,54,56,2016-09-11T07:00:00+08:00
56,53,55,52,54,56,2016-09-11T08:00:00+08:00
56,53,55,51,53,56,2016-09-11T09:00:00+08:00
56,53,56,52,53,56,2016-09-11T10:00:00+08:00
56,53,56,52,54,56,2016-09-11T11:00:00+08:00
56,53,56,52,53,56,2016-09-11T12:00:00+08:00
56,53,56,52,53,56,2016-09-11T13:00:00+08:00
56,53,56,52,53,56,2016-09-11T14:00:00+08:00
54,52,54,50,52,54,2016-09-11T18:00:00+08:00
54,52,54,50,51,54,2016-09-11T19:00:00+08:00
54,50,54,47,50,54,2016-09-11T20:00:00+08:00
54,48,54,46,48,53,2016-09-11T21:00:00+08:00
53,49,53,47,46,53,2016-09-11T22:00:00+08:00
53,47,53,46,46,52,2016-09-11T23:00:00+08:00
53,47,53,44,44,51,2016-09-12T01:00:00+08:00
53,48,53,46,45,50,2016-09-12T02:00:00+08:00
53,49,53,47,45,49,2016-09-12T03:00:00+08:00
53,49,53,48,45,49,2016-09-12T04:00:00+08:00
54,51,54,48,45,47,2016-09-12T05:00:00+08:00
54,51,54,48,46,45,2016-09-12T06:00:00+08:00
54,52,54,47,47,44,2016-09-12T07:00:00+08:00
54,52,54,47,48,43,2016-09-12T08:00:00+08:00
55,53,55,49,50,43,2016-09-12T09:00:00+08:00
55,53,55,48,51,43,2016-09-12T10:00:00+08:00
55,54,55,49,51,41,2016-09-12T11:00:00+08:00
55,54,55,49,52,41,2016-09-12T12:00:00+08:00
55,54,55,51,52,40,2016-09-12T13:00:00+08:00
55,54,55,52,53,39,2016-09-12T14:00:00+08:00
55,54,55,52,53,37,2016-09-12T15:00:00+08:00
55,55,55,52,53,37,2016-09-12T16:00:00+08:00
55,55,55,52,53,37,2016-09-12T17:00:00+08:00
55,55,55,52,53,36,2016-09-12T18:00:00+08:00
55,54,55,52,53,36,2016-09-12T19:00:00+08:00
55,54,55,52,53,35,2016-09-12T20:00:00+08:00
55,55,55,53,53,35,2016-09-12T21:00:00+08:00
56,56,56,53,54,36,2016-09-12T22:00:00+08:00
57,57,56,53,55,39,2016-09-12T23:00:00+08:00
57,57,57,54,55,43,2016-09-13T01:00:00+08:00
58,57,58,53,55,45,2016-09-13T02:00:00+08:00
58,57,58,53,56,47,2016-09-13T03:00:00+08:00
58,57,58,53,56,49,2016-09-13T04:00:00+08:00
59,56,59,53,56,52,2016-09-13T05:00:00+08:00
59,56,59,53,56,53,2016-09-13T06:00:00+08:00
60,56,60,53,56,53,2016-09-13T07:00:00+08:00
60,55,60,53,56,54,2016-09-13T08:00:00+08:00
61,55,61,53,56,55,2016-09-13T09:00:00+08:00
61,55,61,53,56,55,2016-09-13T10:00:00+08:00
61,54,61,53,56,55,2016-09-13T11:00:00+08:00
61,54,61,53,55,55,2016-09-13T12:00:00+08:00
61,53,61,53,55,56,2016-09-13T13:00:00+08:00
60,53,60,52,54,56,2016-09-13T14:00:00+08:00
60,52,60,52,54,57,2016-09-13T18:00:00+08:00
60,52,60,52,54,57,2016-09-13T19:00:00+08:00
60,52,60,51,54,58,2016-09-13T20:00:00+08:00
59,52,59,51,53,58,2016-09-13T21:00:00+08:00
60,51,60,51,53,57,2016-09-13T22:00:00+08:00
60,49,60,50,52,57,2016-09-13T23:00:00+08:00
59,46,59,47,51,56,2016-09-14T01:00:00+08:00
58,45,58,46,49,55,2016-09-14T02:00:00+08:00
57,42,57,44,47,54,2016-09-14T03:00:00+08:00
